period,separation,normalized_separation,q_bits,primitive_q_period,primitive_tau_period,repeated_target,R_squared_estimate,gap_from_eta,gap_from_8,certificate_status,first_positive_moment
42,13,0.30952380952380953,100000000000010000000000000000000000000000,42,42,False,8.325428775050177,0.5212027098695629,0.3254287750501774,CERTIFIED_R_GT_ETA,
42,14,0.3333333333333333,100000000000001000000000000000000000000000,42,42,False,8.217959219085941,0.4137331539053264,0.21795921908594096,CERTIFIED_R_GT_ETA,
42,15,0.35714285714285715,100000000000000100000000000000000000000000,42,42,False,8.311652585719225,0.5074265205386101,0.3116525857192247,CERTIFIED_R_GT_ETA,
42,16,0.38095238095238093,100000000000000010000000000000000000000000,42,42,False,8.22163614639734,0.41741008121672607,0.22163614639734064,CERTIFIED_R_GT_ETA,
42,17,0.40476190476190477,100000000000000001000000000000000000000000,42,42,False,8.304221512175413,0.4999954469947987,0.30422151217541327,CERTIFIED_R_GT_ETA,
42,18,0.42857142857142855,100000000000000000100000000000000000000000,42,42,False,8.223939268662583,0.41971320348196883,0.2239392686625834,CERTIFIED_R_GT_ETA,
42,19,0.4523809523809524,100000000000000000010000000000000000000000,42,42,False,8.299352448318034,0.4951263831374195,0.2993524483180341,CERTIFIED_R_GT_ETA,
42,20,0.47619047619047616,100000000000000000001000000000000000000000,42,42,False,8.22490957285131,0.4206835076706952,0.22490957285130975,CERTIFIED_R_GT_ETA,
42,21,0.5,100000000000000000000100000000000000000000,21,21,False,8.297961071393912,0.49373500621329747,0.29796107139391204,CERTIFIED_R_GT_ETA,
44,1,0.022727272727272728,11000000000000000000000000000000000000000000,44,44,False,9.472397593816778,1.6681715286361634,1.472397593816778,CERTIFIED_R_GT_ETA,7
44,2,0.045454545454545456,10100000000000000000000000000000000000000000,44,44,False,8.348343007841612,0.5441169426609971,0.34834300784161165,CERTIFIED_R_GT_ETA,
44,3,0.06818181818181818,10010000000000000000000000000000000000000000,44,44,False,8.24804628832266,0.44382022314204583,0.2480462883226604,CERTIFIED_R_GT_ETA,
44,4,0.09090909090909091,10001000000000000000000000000000000000000000,44,44,False,8.05231373087487,0.24808766569425522,0.05231373087486979,CERTIFIED_R_GT_ETA,
44,5,0.11363636363636363,10000100000000000000000000000000000000000000,44,44,False,8.527667566062634,0.7234415008820196,0.5276675660626342,CERTIFIED_R_GT_ETA,
44,6,0.13636363636363635,10000010000000000000000000000000000000000000,44,44,False,8.174834482281835,0.37060841710122006,0.17483448228183462,CERTIFIED_R_GT_ETA,
44,7,0.1590909090909091,10000001000000000000000000000000000000000000,44,44,False,8.367996094977599,0.5637700297969843,0.3679960949775989,CERTIFIED_R_GT_ETA,
44,8,0.18181818181818182,10000000100000000000000000000000000000000000,44,44,False,8.176212548626408,0.3719864834457933,0.1762125486264079,CERTIFIED_R_GT_ETA,
44,9,0.20454545454545456,10000000010000000000000000000000000000000000,44,44,False,8.373090296855844,0.5688642316752297,0.3730902968558443,CERTIFIED_R_GT_ETA,
44,10,0.22727272727272727,10000000001000000000000000000000000000000000,44,44,False,8.201877690229981,0.3976516250493667,0.20187769022998125,CERTIFIED_R_GT_ETA,
44,11,0.25,10000000000100000000000000000000000000000000,44,44,False,8.335664999068433,0.5314389338878183,0.33566499906843283,CERTIFIED_R_GT_ETA,
44,12,0.2727272727272727,10000000000010000000000000000000000000000000,44,44,False,8.210409484892265,0.40618341971165073,0.2104094848922653,CERTIFIED_R_GT_ETA,
44,13,0.29545454545454547,10000000000001000000000000000000000000000000,44,44,False,8.322761341529542,0.5185352763489277,0.3227613415295423,CERTIFIED_R_GT_ETA,
44,14,0.3181818181818182,10000000000000100000000000000000000000000000,44,44,False,8.217801013602845,0.4135749484222302,0.21780101360284476,CERTIFIED_R_GT_ETA,
44,15,0.3409090909090909,10000000000000010000000000000000000000000000,44,44,False,8.308303618080686,0.5040775529000712,0.30830361808068574,CERTIFIED_R_GT_ETA,
44,16,0.36363636363636365,10000000000000001000000000000000000000000000,44,44,False,8.221608866691923,0.4173828015113088,0.22160886669192337,CERTIFIED_R_GT_ETA,
44,17,0.38636363636363635,10000000000000000100000000000000000000000000,44,44,False,8.300047212474047,0.49582114729343196,0.30004721247404653,CERTIFIED_R_GT_ETA,
44,18,0.4090909090909091,10000000000000000010000000000000000000000000,44,44,False,8.224074206000976,0.4198481408203616,0.22407420600097616,CERTIFIED_R_GT_ETA,
44,19,0.4318181818181818,10000000000000000001000000000000000000000000,44,44,False,8.294202659504696,0.4899765943240819,0.2942026595046965,CERTIFIED_R_GT_ETA,
44,20,0.45454545454545453,10000000000000000000100000000000000000000000,44,44,False,8.225293136531672,0.42106707135105736,0.22529313653167193,CERTIFIED_R_GT_ETA,
44,21,0.4772727272727273,10000000000000000000010000000000000000000000,44,44,False,8.291549945026444,0.4873238798458299,0.2915499450264445,CERTIFIED_R_GT_ETA,
44,22,0.5,10000000000000000000001000000000000000000000,22,44,False,8.225698032501453,0.4214719673208389,0.22569803250145348,CERTIFIED_R_GT_ETA,
46,1,0.021739130434782608,1100000000000000000000000000000000000000000000,46,46,False,9.472378221432665,1.6681521562520505,1.472378221432665,CERTIFIED_R_GT_ETA,7
46,2,0.043478260869565216,1010000000000000000000000000000000000000000000,46,46,False,8.347636413514335,0.5434103483337207,0.3476364135143353,CERTIFIED_R_GT_ETA,
46,3,0.06521739130434782,1001000000000000000000000000000000000000000000,46,46,False,8.246999450177999,0.44277338499738406,0.24699945017799863,CERTIFIED_R_GT_ETA,
46,4,0.08695652173913043,1000100000000000000000000000000000000000000000,46,46,False,8.052534845424645,0.2483087802440309,0.05253484542464548,CERTIFIED_R_GT_ETA,
46,5,0.10869565217391304,1000010000000000000000000000000000000000000000,46,46,False,8.527167436901625,0.72294137172101,0.5271674369016246,CERTIFIED_R_GT_ETA,
46,6,0.13043478260869565,1000001000000000000000000000000000000000000000,46,46,False,8.174175456636043,0.36994939145542816,0.17417545663604272,CERTIFIED_R_GT_ETA,
46,7,0.15217391304347827,1000000100000000000000000000000000000000000000,46,46,False,8.366999876986243,0.5627738118056289,0.3669998769862435,CERTIFIED_R_GT_ETA,
46,8,0.17391304347826086,1000000010000000000000000000000000000000000000,46,46,False,8.175993096240932,0.37176703106031717,0.17599309624093173,CERTIFIED_R_GT_ETA,
46,9,0.1956521739130435,1000000001000000000000000000000000000000000000,46,46,False,8.371863562903599,0.5676374977229841,0.3718635629035987,CERTIFIED_R_GT_ETA,
46,10,0.21739130434782608,1000000000100000000000000000000000000000000000,46,46,False,8.201559677155524,0.3973336119749096,0.20155967715552414,CERTIFIED_R_GT_ETA,
46,11,0.2391304347826087,1000000000010000000000000000000000000000000000,46,46,False,8.334008569463164,0.529782504282549,0.3340085694631636,CERTIFIED_R_GT_ETA,
46,12,0.2608695652173913,1000000000001000000000000000000000000000000000,46,46,False,8.210216097521695,0.4059900323410801,0.21021609752169468,CERTIFIED_R_GT_ETA,
46,13,0.2826086956521739,1000000000000100000000000000000000000000000000,46,46,False,8.3206493945763,0.5164233293956855,0.32064939457630004,CERTIFIED_R_GT_ETA,
46,14,0.30434782608695654,1000000000000010000000000000000000000000000000,46,46,False,8.217637379680742,0.41341131450012725,0.21763737968074182,CERTIFIED_R_GT_ETA,
46,15,0.32608695652173914,1000000000000001000000000000000000000000000000,46,46,False,8.305627352627463,0.5014012874468481,0.30562735262746266,CERTIFIED_R_GT_ETA,
46,16,0.34782608695652173,1000000000000000100000000000000000000000000000,46,46,False,8.221537412327859,0.41731134714724405,0.22153741232785862,CERTIFIED_R_GT_ETA,
46,17,0.3695652173913043,1000000000000000010000000000000000000000000000,46,46,False,8.29670194184925,0.49247587666863524,0.2967019418492498,CERTIFIED_R_GT_ETA,
46,18,0.391304347826087,1000000000000000001000000000000000000000000000,46,46,False,8.224105586582727,0.4198795214021125,0.22410558658272706,CERTIFIED_R_GT_ETA,
46,19,0.41304347826086957,1000000000000000000100000000000000000000000000,46,46,False,8.290039088266168,0.4858130230855533,0.29003908826616787,CERTIFIED_R_GT_ETA,
46,20,0.43478260869565216,1000000000000000000010000000000000000000000000,46,46,False,8.225494235860845,0.42126817068023037,0.22549423586084494,CERTIFIED_R_GT_ETA,
46,21,0.45652173913043476,1000000000000000000001000000000000000000000000,46,46,False,8.286414017883555,0.48218795270294024,0.2864140178835548,CERTIFIED_R_GT_ETA,
46,22,0.4782608695652174,1000000000000000000000100000000000000000000000,46,46,False,8.226142599582145,0.42191653440153054,0.2261425995821451,CERTIFIED_R_GT_ETA,
46,23,0.5,1000000000000000000000010000000000000000000000,23,23,False,8.285155121633233,0.4809290564526183,0.28515512163323287,CERTIFIED_R_GT_ETA,
48,1,0.020833333333333332,110000000000000000000000000000000000000000000000,48,48,False,9.472366727741067,1.668140662560452,1.4723667277410666,CERTIFIED_R_GT_ETA,7
48,2,0.041666666666666664,101000000000000000000000000000000000000000000000,48,48,False,8.34708810111526,0.542862035934645,0.34708810111525956,CERTIFIED_R_GT_ETA,
48,3,0.0625,100100000000000000000000000000000000000000000000,48,48,False,8.24614949342876,0.44192342824814546,0.24614949342876002,CERTIFIED_R_GT_ETA,
48,4,0.08333333333333333,100010000000000000000000000000000000000000000000,48,48,False,8.052696518708025,0.24847045352741048,0.05269651870802505,CERTIFIED_R_GT_ETA,
48,5,0.10416666666666667,100001000000000000000000000000000000000000000000,48,48,False,8.526802755989383,0.7225766908087685,0.5268027559893831,CERTIFIED_R_GT_ETA,
48,6,0.125,100000100000000000000000000000000000000000000000,48,48,False,8.173616781243945,0.3693907160633305,0.17361678124394508,CERTIFIED_R_GT_ETA,
48,7,0.14583333333333334,100000010000000000000000000000000000000000000000,48,48,False,8.366230912713942,0.562004847533327,0.3662309127139416,CERTIFIED_R_GT_ETA,
48,8,0.16666666666666666,100000001000000000000000000000000000000000000000,48,48,False,8.175799056801822,0.37157299162120694,0.1757990568018215,CERTIFIED_R_GT_ETA,
48,9,0.1875,100000000100000000000000000000000000000000000000,48,48,False,8.37091697555848,0.566690910377865,0.3709169755584796,CERTIFIED_R_GT_ETA,
48,10,0.20833333333333334,100000000010000000000000000000000000000000000000,48,48,False,8.20128635501869,0.39706028983807506,0.20128635501868963,CERTIFIED_R_GT_ETA,
48,11,0.22916666666666666,100000000001000000000000000000000000000000000000,48,48,False,8.332708607773462,0.5284825425928474,0.332708607773462,CERTIFIED_R_GT_ETA,
48,12,0.25,100000000000100000000000000000000000000000000000,48,48,False,8.210041552838264,0.40581548765764985,0.21004155283826442,CERTIFIED_R_GT_ETA,
48,13,0.2708333333333333,100000000000010000000000000000000000000000000000,48,48,False,8.318978862378971,0.5147527971983568,0.31897886237897133,CERTIFIED_R_GT_ETA,
48,14,0.2916666666666667,100000000000001000000000000000000000000000000000,48,48,False,8.217481657201509,0.413255592020894,0.21748165720150858,CERTIFIED_R_GT_ETA,
48,15,0.3125,100000000000000100000000000000000000000000000000,48,48,False,8.303493680073924,0.4992676148933093,0.30349368007392385,CERTIFIED_R_GT_ETA,
48,16,0.3333333333333333,100000000000000010000000000000000000000000000000,48,48,False,8.221445908735614,0.4172198435549994,0.22144590873561398,CERTIFIED_R_GT_ETA,
