n,family,parameter,alpha,gap_sequence,rho_squared,threshold_squared,delta_squared,below_8
76,R1_SINGLE_GAP8,0,1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.929791683804393,7.965891592818784,-0.036099909014390974,True
76,R2_TWO_GAP6,0,-1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.06209503418949,7.965891592818784,0.09620344137070536,False
76,R2_TWO_GAP6,0,1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095536293334,7.965891592818784,0.09620394347455008,False
76,R2_TWO_GAP6,1,-1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9121408735536365,7.965891592818784,-0.05375071926514785,True
76,R2_TWO_GAP6,1,1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.912182461228948,7.965891592818784,-0.05370913158983637,True
76,R2_TWO_GAP6,2,-1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959129928571123,7.965891592818784,-0.0067616642476613364,True
76,R2_TWO_GAP6,2,1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959139411001914,7.965891592818784,-0.006752181816870539,True
76,R2_TWO_GAP6,3,-1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9149101222492675,7.965891592818784,-0.05098147056951685,True
76,R2_TWO_GAP6,3,1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4,7.915031709167385,7.965891592818784,-0.05085988365139915,True
76,R2_TWO_GAP6,4,-1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4,7.925627417062888,7.965891592818784,-0.04026417575589658,True
76,R2_TWO_GAP6,4,1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4,7.925684350625551,7.965891592818784,-0.04020724219323313,True
76,R2_TWO_GAP6,5,-1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4,7.90957553382371,7.965891592818784,-0.056316058995074414,True
76,R2_TWO_GAP6,5,1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4,7.9099718777884895,7.965891592818784,-0.0559197150302948,True
76,R2_TWO_GAP6,6,-1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4,7.912947297715385,7.965891592818784,-0.0529442951033996,True
76,R2_TWO_GAP6,6,1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4,7.913162948456622,7.965891592818784,-0.05272864436216196,True
76,R2_TWO_GAP6,7,-1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4,7.906458250944978,7.965891592818784,-0.059433341873806,True
76,R2_TWO_GAP6,7,1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4,7.907663868259135,7.965891592818784,-0.0582277245596492,True
76,R2_TWO_GAP6,8,-1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4,7.907878226829028,7.965891592818784,-0.05801336598975659,True
76,R2_TWO_GAP6,8,1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4,7.9085345917191,7.965891592818784,-0.057357001099684446,True
76,R3_GAP10_PLUS_GAP2,0,-1,10 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4,8.080986299202214,7.965891592818784,0.11509470638343,False
76,R3_GAP10_PLUS_GAP2,0,1,10 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4,8.08098758070681,7.965891592818784,0.11509598788802489,False
76,R4_THREE_PLUS2_ONE_MINUS2,0,-1,6 4 4 4 6 4 4 4 6 4 4 4 2 4 4 4 4 4,8.085480916570162,7.965891592818784,0.1195893237513781,False
76,R4_THREE_PLUS2_ONE_MINUS2,0,1,6 4 4 4 6 4 4 4 6 4 4 4 2 4 4 4 4 4,8.085484018640463,7.965891592818784,0.11959242582167828,False
92,R1_SINGLE_GAP8,0,-1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.929791629264136,7.97670943045374,-0.04691780118960409,True
92,R1_SINGLE_GAP8,0,1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.929791638825059,7.97670943045374,-0.04691779162868048,True
92,R2_TWO_GAP6,0,-1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095275482868,7.97670943045374,0.08538584502912805,False
92,R2_TWO_GAP6,0,1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095295002612,7.97670943045374,0.08538586454887209,False
92,R2_TWO_GAP6,1,-1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.912159290953745,7.97670943045374,-0.06455013949999522,True
92,R2_TWO_GAP6,1,1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.912164074995442,7.97670943045374,-0.0645453554582982,True
92,R2_TWO_GAP6,2,-1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959134303347569,7.97670943045374,-0.017575127106170818,True
92,R2_TWO_GAP6,2,1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959135037628016,7.97670943045374,-0.017574392825723706,True
92,R2_TWO_GAP6,3,-1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.914964224000358,7.97670943045374,-0.06174520645338166,True
92,R2_TWO_GAP6,3,1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.914977854531164,7.97670943045374,-0.06173157592257539,True
92,R2_TWO_GAP6,4,-1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.925652984536919,7.97670943045374,-0.05105644591682079,True
92,R2_TWO_GAP6,4,1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.92565883923614,7.97670943045374,-0.05105059121760025,True
92,R2_TWO_GAP6,5,-1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.909751480992464,7.97670943045374,-0.0669579494612762,True
92,R2_TWO_GAP6,5,1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.909798264113426,7.97670943045374,-0.06691116634031413,True
92,R2_TWO_GAP6,6,-1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.913042859528712,7.97670943045374,-0.0636665709250277,True
92,R2_TWO_GAP6,6,1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.913068166100693,7.97670943045374,-0.06364126435304662,True
92,R2_TWO_GAP6,7,-1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4,7.90699686075118,7.97670943045374,-0.06971256970255979,True
92,R2_TWO_GAP6,7,1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4,7.907143727934927,7.97670943045374,-0.06956570251881278,True
92,R2_TWO_GAP6,8,-1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4,7.9081674668377016,7.97670943045374,-0.06854196361603826,True
92,R2_TWO_GAP6,8,1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4,7.908252206632661,7.97670943045374,-0.06845722382107855,True
92,R2_TWO_GAP6,9,-1,6 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4,7.90577042230886,7.97670943045374,-0.07093900814487952,True
92,R2_TWO_GAP6,9,1,6 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4,7.906205052863622,7.97670943045374,-0.07050437759011796,True
92,R2_TWO_GAP6,10,-1,6 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4,7.90626712569844,7.97670943045374,-0.0704423047553,True
92,R2_TWO_GAP6,10,1,6 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4,7.906520036784873,7.97670943045374,-0.07018939366886645,True
92,R3_GAP10_PLUS_GAP2,0,-1,10 4 4 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4 4 4,8.080985814552307,7.97670943045374,0.10427638409856677,False
92,R3_GAP10_PLUS_GAP2,0,1,10 4 4 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4 4 4,8.080985869529561,7.97670943045374,0.10427643907582151,False
92,R4_THREE_PLUS2_ONE_MINUS2,0,-1,6 4 4 4 4 6 4 4 4 4 6 4 4 4 4 2 4 4 4 4 4 4,8.081472319181223,7.97670943045374,0.10476288872748363,False
92,R4_THREE_PLUS2_ONE_MINUS2,0,1,6 4 4 4 4 6 4 4 4 4 6 4 4 4 4 2 4 4 4 4 4 4,8.081472301397087,7.97670943045374,0.1047628709433468,False
108,R1_SINGLE_GAP8,0,-1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9297916335807,7.983093032026423,-0.0533013984457229,True
108,R1_SINGLE_GAP8,0,1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.929791634512739,7.983093032026423,-0.05330139751368357,True
108,R2_TWO_GAP6,0,-1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095284870603,7.983093032026423,0.07900225284418028,False
108,R2_TWO_GAP6,0,1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095285614886,7.983093032026423,0.07900225358846313,False
108,R2_TWO_GAP6,1,-1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.912161408162777,7.983093032026423,-0.07093162386364593,True
108,R2_TWO_GAP6,1,1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.912161958306667,7.983093032026423,-0.07093107371975549,True
108,R2_TWO_GAP6,2,-1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959134642297184,7.983093032026423,-0.023958389729238583,True
108,R2_TWO_GAP6,2,1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959134698688822,7.983093032026423,-0.023958333337600557,True
108,R2_TWO_GAP6,3,-1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.914970278075567,7.983093032026423,-0.06812275395085532,True
108,R2_TWO_GAP6,3,1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.914971804422356,7.983093032026423,-0.0681212276040668,True
108,R2_TWO_GAP6,4,-1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.925655614617243,7.983093032026423,-0.0574374174091794,True
108,R2_TWO_GAP6,4,1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.925656209891738,7.983093032026423,-0.05743682213468482,True
108,R2_TWO_GAP6,5,-1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9097721405355585,7.983093032026423,-0.07332089149086407,True
108,R2_TWO_GAP6,5,1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.909777647408669,7.983093032026423,-0.07331538461775366,True
108,R2_TWO_GAP6,6,-1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.913054071506785,7.983093032026423,-0.07003896051963743,True
108,R2_TWO_GAP6,6,1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.913056967476718,7.983093032026423,-0.07003606454970424,True
108,R2_TWO_GAP6,7,-1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9070616012505575,7.983093032026423,-0.07603143077586516,True
108,R2_TWO_GAP6,7,1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.907079362912126,7.983093032026423,-0.07601366911429697,True
108,R2_TWO_GAP6,8,-1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.908204796298911,7.983093032026423,-0.0748882357275118,True
108,R2_TWO_GAP6,8,1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.908215014481995,7.983093032026423,-0.07487801754442724,True
108,R2_TWO_GAP6,9,-1,6 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905962550840347,7.983093032026423,-0.07713048118607535,True
108,R2_TWO_GAP6,9,1,6 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.906015775223629,7.983093032026423,-0.07707725680279331,True
108,R2_TWO_GAP6,10,-1,6 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.90637835274041,7.983093032026423,-0.07671467928601228,True
108,R2_TWO_GAP6,10,1,6 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.906409912997821,7.983093032026423,-0.07668311902860125,True
108,R2_TWO_GAP6,11,-1,6 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905512527918551,7.983093032026423,-0.0775805041078712,True
108,R2_TWO_GAP6,11,1,6 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9056670647595295,7.983093032026423,-0.0774259672668931,True
108,R2_TWO_GAP6,12,-1,6 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4,7.905687341529241,7.983093032026423,-0.07740569049718182,True
108,R2_TWO_GAP6,12,1,6 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4,7.905779530480243,7.983093032026423,-0.07731350154617989,True
108,R3_GAP10_PLUS_GAP2,0,-1,10 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4 4 4 4 4,8.080985802432037,7.983093032026423,0.09789277040561473,False
108,R3_GAP10_PLUS_GAP2,0,1,10 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4 4 4 4 4,8.080985804540234,7.983093032026423,0.09789277251381101,False
108,R4_THREE_PLUS2_ONE_MINUS2,0,-1,6 4 4 4 4 4 6 4 4 4 4 4 6 4 4 4 4 4 2 4 4 4 4 4 4 4,8.081247513312027,7.983093032026423,0.09815448128560433,False
108,R4_THREE_PLUS2_ONE_MINUS2,0,1,6 4 4 4 4 4 6 4 4 4 4 4 6 4 4 4 4 4 2 4 4 4 4 4 4 4,8.081247522939096,7.983093032026423,0.09815449091267325,False
124,R1_SINGLE_GAP8,0,-1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.929791634001177,7.987171661125895,-0.05738002712471868,True
124,R1_SINGLE_GAP8,0,1,8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.929791634092302,7.987171661125895,-0.05738002703359335,True
124,R2_TWO_GAP6,0,-1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095285228652,7.987171661125895,0.0749236241027571,False
124,R2_TWO_GAP6,0,1,6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.062095285256834,7.987171661125895,0.074923624130939,False
124,R2_TWO_GAP6,1,-1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.912161651608212,7.987171661125895,-0.07501000951768333,True
124,R2_TWO_GAP6,1,1,6 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.91216171486954,7.987171661125895,-0.0750099462563556,True
124,R2_TWO_GAP6,2,-1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959134668330972,7.987171661125895,-0.028036992794923776,True
124,R2_TWO_GAP6,2,1,6 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.959134672655109,7.987171661125895,-0.028036988470786284,True
124,R2_TWO_GAP6,3,-1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.914970955831809,7.987171661125895,-0.07220070529408673,True
124,R2_TWO_GAP6,3,1,6 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.914971126726693,7.987171661125895,-0.07220053439920271,True
124,R2_TWO_GAP6,4,-1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.925655882046206,7.987171661125895,-0.061515779079689636,True
124,R2_TWO_GAP6,4,1,6 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.925655942471937,7.987171661125895,-0.06151571865395855,True
124,R2_TWO_GAP6,5,-1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.909774570347343,7.987171661125895,-0.07739709077855217,True
124,R2_TWO_GAP6,5,1,6 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.909775218335021,7.987171661125895,-0.07739644279087443,True
124,R2_TWO_GAP6,6,-1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.913055354430453,7.987171661125895,-0.07411630669544245,True
124,R2_TWO_GAP6,6,1,6 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.913055684766584,7.987171661125895,-0.07411597635931155,True
124,R2_TWO_GAP6,7,-1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.907069412564054,7.987171661125895,-0.08010224856184145,True
124,R2_TWO_GAP6,7,1,6 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.907071558610694,7.987171661125895,-0.0801001025152015,True
124,R2_TWO_GAP6,8,-1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.908209295552006,7.987171661125895,-0.07896236557388914,True
124,R2_TWO_GAP6,8,1,6 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.908210517705178,7.987171661125895,-0.07896114342071758,True
124,R2_TWO_GAP6,9,-1,6 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.90598594062215,7.987171661125895,-0.08118572050374517,True
124,R2_TWO_GAP6,9,1,6 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905992441829907,7.987171661125895,-0.08117921929598815,True
124,R2_TWO_GAP6,10,-1,6 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9063922184875715,7.987171661125895,-0.08077944263832393,True
124,R2_TWO_GAP6,10,1,6 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.906396068708296,7.987171661125895,-0.08077559241759946,True
124,R2_TWO_GAP6,11,-1,6 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905580523841609,7.987171661125895,-0.08159113728428657,True
124,R2_TWO_GAP6,11,1,6 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905599487224607,7.987171661125895,-0.08157217390128846,True
124,R2_TWO_GAP6,12,-1,6 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905727825669815,7.987171661125895,-0.08144383545608047,True
124,R2_TWO_GAP6,12,1,6 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905739210530476,7.987171661125895,-0.08143245059541915,True
124,R2_TWO_GAP6,13,-1,6 4 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905419858691441,7.987171661125895,-0.08175180243445457,True
124,R2_TWO_GAP6,13,1,6 4 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905474380310204,7.987171661125895,-0.08169728081569172,True
124,R2_TWO_GAP6,14,-1,6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.9054813208236006,7.987171661125895,-0.08169034030229483,True
124,R2_TWO_GAP6,14,1,6 4 4 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7.905514156968398,7.987171661125895,-0.08165750415749695,True
124,R3_GAP10_PLUS_GAP2,0,-1,10 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4,8.080985802113366,7.987171661125895,0.09381414098747065,False
