n,alpha,separation_bulk_cells,separation_index_in_gap_word,opposite_tail_bulk_cells,y_plus,y_minus,Delta,abs_Delta,precision_digits,precision_ladder,fp64_y_plus,fp64_y_minus,fp64_max_y_difference,route,evidence_status,splitting_ratio_to_previous
260,-1,6,11,25,7.905590009631236848731557631807167836520947218120192382405344132039348500099848219508,7.905145561223997885468189275845897447464778003668678741394168113025513983182384983455,0.0004444484072389632633683559612703890561692144515136410111760190138345169174632360531982,0.0004444484072389632633683559612703890561692144515136410111760190138345169174632360531982,160,"[{""digits"":80,""lambda"":[""2.811688106748548461543200914427539798080439146856523710898229308304774"",""2.81160906977196918514283196975913038354738924323262215211027837667593""],""y"":[""7.905590009631236848731557631807167836520947218120192382406405727578389"",""7.905145561223997885468189275845897447464778003668678741395097080373799""]},{""digits"":120,""lambda"":[""2.8116881067485484615432009144275397980804391468565237108980405257124780970952276087154948836194018600307424935"",""2.8116090697719691851428319697591303835473892432326221521101131745932024507951721276362747354205500418727259624""],""y"":[""7.905590009631236848731557631807167836520947218120192382405344132039348500099848219508280083662922206200359707"",""7.9051455612239978854681892758458974474647780036686787413941681130255139831823849834550818990614218862006701077""]},{""digits"":160,""lambda"":[""2.81168810674854846154320091442753979808043914685652371089804052571247809709522760871549488361940184025168558539059173588005766837243132473977173395876"",""2.81160906977196918514283196975913038354738924323262215211011317459320245079517212763627473542055001759385193230438232551557043268724725709170501339477""],""y"":[""7.90559000963123684873155763180716783652094721812019238240534413203934850009984821950828008366292209497528156476971078179189289090674273200465806157433"",""7.90514556122399788546818927584589744746477800366867874139416811302551398318238498345508189906142174967526525412471446402036168176234818953988918347881""]}]",7.905590009631239,7.905145561223996,2.1858727199172715202e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.352587228840031769587441265347550485365228741464413558855412
260,1,6,11,25,7.905590009631575481303968171754426956279094667947283834368479781164883869302443549419,7.90514556122363746722618097470627320371528671356049082536684800604606770661562423325,0.0004444484079380140777871970481537525638079543867930090016317751188161626868193161688522,0.0004444484079380140777871970481537525638079543867930090016317751188161626868193161688522,160,"[{""digits"":80,""lambda"":[""2.811688106748608680272937999826364283923333907047527086167256970508612"",""2.811609069771905090485099638506939127965700915137992116527251397435951""],""y"":[""7.905590009631575481303968171754426956279094667947283834367894181470078"",""7.905145561223637467226180974706273203715286713560490825367779623764248""]},{""digits"":120,""lambda"":[""2.8116881067486086802729379998263642839233339070475270861673611071824839270881749512904210480040819922982354924"",""2.8116090697719050904850996385069391279657009151379921165270857240270489113511287815238576177103095494016577609""],""y"":[""7.9055900096315754813039681717544269562790946679472838343684797811648838693024435494190181424162624437061745678"",""7.9051455612236374672261809747062732037152867135604908253668480060460677066156242332501659302449619516885672508""]},{""digits"":160,""lambda"":[""2.81168810674860868027293799982636428392333390704752708616736110718248392708817495129042104800408198801177148548654358329488793567135625798141997027939"",""2.8116090697719050904850996385069391279657009151379921165270857240270489113511287815238576177103095345811888658938085780592094198774276463474066458963""],""y"":[""7.90559000963157548130396817175442695627909466794728383436847978116488386930244354941901814241626241960177483122453960164796790951784434856989487524199"",""7.90514556122363746722618097470627320371528671356049082536684800604606770661562423325016593024496186834983772401006499738699075585816817371079059734008""]}]",7.905590009631571,7.905145561223631,6.2551817428312126656e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.352587229325724183595944696836544118022705557402603742434717
260,-1,7,13,24,7.905447149732949343229312869362735312035486471466475261380373800889654663119031471406,7.905291037468452925919374452250415419128521625767717094386325431456202696048633517736,0.0001561122644964173099384171123198929069648456987581669940483694334519670703979536693052,0.0001561122644964173099384171123198929069648456987581669940483694334519670703979536693052,160,"[{""digits"":80,""lambda"":[""2.811662701984885907418685179394640409527041083486985881196319259105398"",""2.811634940291582897642172896395470448717711434947662337831098862822474""],""y"":[""7.905447149732949343229312869362735312035486471466475261381967918817543"",""7.905291037468452925919374452250415419128521625767717094387476971451338""]},{""digits"":120,""lambda"":[""2.8116627019848859074186851793946404095270410834869858811960357759680425530230601311833811615499112754632751736"",""2.8116349402915828976421728963954704487177114349476623378308940816151710679483821594004821135567893933133202933""],""y"":[""7.9054471497329493432293128693627353120354864714664752613803738008896546631190314714055454909212149656420190185"",""7.9052910374684529259193744522504154191285216257677170943863254314562026960486335177362402932811722001470539216""]},{""digits"":160,""lambda"":[""2.81166270198488590741868517939464040952704108348698588119603577596804255302306013118338116154991127257192486852893727059133449498242747459981821818708"",""2.81163494029158289764217289639547044871771143494766233783089408161517106794838215940048211355678937267095575614082363697901888046587057266215816756504""],""y"":[""7.90544714973294934322931286936273531203548647146647526138037380088965466311903147140554549092121494938301539649222240545471096138816676427632880011948"",""7.90529103746845292591937445225041541912852162576771709438632543145620269604863351773624029328117208406946715586957720791703843468665394439944312606747""]}]",7.905447149732952,7.905291037468451,2.5848290425370296304e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.351249463275681381703493848070099358883146065440964310192218
260,1,7,13,24,7.905447149733934990229076279297642489972517592299218178103369877942479636801293521948,7.905291037467445462450737003414771956010926570898677628261750978043118585891677851093,0.0001561122664895277783392758828705339615910214005405498416188998993610509096156708553422,0.0001561122664895277783392758828705339615910214005405498416188998993610509096156708553422,160,"[{""digits"":80,""lambda"":[""2.811662701985061185733375551802932759432836789506584167465977532433282"",""2.811634940291403737920154894813786464794231599378045705125014458104311""],""y"":[""7.905447149733934990229076279297642489972517592299218178103071431671255"",""7.905291037467445462450737003414771956010926570898677628262344453839558""]},{""digits"":120,""lambda"":[""2.811662701985061185733375551802932759432836789506584167466030605348289322744698371479351509898931017297890109"",""2.8116349402914037379201548948137864647942315993780457051249089188346258413320568270809793651456747550941632281""],""y"":[""7.9054471497339349902290762792976424899725175922992181781033698779424796368012935219484832181329552759869266121"",""7.9052910374674454624507370034147719560109265708986776282617509780431185858916778510931410143186168710888497179""]},{""digits"":160,""lambda"":[""2.81166270198506118573337555180293275943283678950658416746603060534828932274469837147935150989893103940575178900073368464197176246748689403657441160865"",""2.81163494029140373792015489481378646479423159937804570512490891883462584133205682708097936514567475331178697548108845808254924534231621056615782670458""],""y"":[""7.90544714973393499022907627929764248997251759229921817810336987794247963680129352194848321813295540030662682470498140884627407243966415355005113162529"",""7.90529103746744546245073700341477195601092657089867762826175097804311858589167785109314101431861686106606702045511912504178057367487458424717753856378""]}]",7.905447149733943,7.90529103746745,8.1449456644668540134e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.351249467207677118039985054838492412248237436469843024344938
260,-1,8,15,23,7.905396660763379269032128592413556513941485765221575170779535681854169159534957381485,7.905341901440389728549771919697936442913591400840402807550162216964625116758639420203,0.00005475932298954048235667271562007102789436438117236322937346488954404277631796128166819,0.00005475932298954048235667271562007102789436438117236322937346488954404277631796128166819,160,"[{""digits"":80,""lambda"":[""2.811653723480787964336561996642902619551486606842813249743991559670146"",""2.811643985543046971726555897189194392782297626354494809587225885078466""],""y"":[""7.905396660763379269032128592413556513941485765221575170780372324566294"",""7.905341901440389728549771919697936442913591400840402807550304015931654""]},{""digits"":120,""lambda"":[""2.8116537234807879643365619966429026195514866068428132497438427784199628620736347684176181586666853844388397816"",""2.8116439855430469717265558971891943927822976263544948095872006686983414446850252572818857320838283556111437827""],""y"":[""7.9053966607633792690321285924135565139414857652215751707795356818541691595349573814851209168374882924915311239"",""7.905341901440389728549771919697936442913591400840402807550162216964625116758639420203452722760488418461786058""]},{""digits"":160,""lambda"":[""2.81165372348078796433656199664290261955148660684281324974384277841996286207363476841761815866668538030475459227402134425379802413156286287926801683235"",""2.81164398554304697172655589718919439278229762635449480958720066869834144468502525728188573208382833592307664347716277568192294434574259773154983901235""],""y"":[""7.90539666076337926903212859241355651394148576522157517077953568185416915953495738148512091683748826924429909231747865041100361191014129773083678411199"",""7.90534190144038972854977191969793644291359140084040280755016221696462511675863942020345272276048830775011494019421540216147266253519248555882053855091""]}]",7.905396660763376,7.905341901440389,3.1646904687810881852e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350768872427682826353671979933465575226098055187581949553141
260,1,8,15,23,7.905396660766211303382775786414691066726703207244096365100756086695162349913302870507,7.905341901437535865502105517038962958557583488268528761706265224299895631006578495918,0.00005475932867543788067026937572810816911971897556760339449086239526671890672437458936752,0.00005475932867543788067026937572810816911971897556760339449086239526671890672437458936752,160,"[{""digits"":80,""lambda"":[""2.8116537234812915886497190452762096230928552920545727253874189627965"",""2.811643985542539463830403202207974700977162297605007738203420912012815""],""y"":[""7.905396660766211303382775786414691066726703207244096365101575996784435"",""7.90534190143753586550210551703896295855758348826852876170525007401584""]},{""digits"":120,""lambda"":[""2.8116537234812915886497190452762096230928552920545727253872731571301715710721507599243782494042868368469070724"",""2.8116439855425394638304032022079747009771622976050077382036014381194765358558498562639296953851834108807795812""],""y"":[""7.9053966607662113033827757864146910667267032072440963651007560866951623499133028705074977302836968144427564398"",""7.9053419014375358655021055170389629585575834882685287617062652242998956310065784959181302094370960857833497208""]},{""digits"":160,""lambda"":[""2.81165372348129158864971904527620962309285529205457272538727315713017157107215075992437824940428682515692370296238574329776680992883323968543314086971"",""2.81164398554253946383040320220797470097716229760500773820360143811947653585584985626392969538518339540994560696296182631867901718847953297145045502008""],""y"":[""7.90539666076621130338277578641469106672670320724409636510075608669516234991330287050749773028369674870638590337786689074363105601127529768013241439249"",""7.90534190143753586550210551703896295855758348826852876170626522429989563100657849591813020943709599878639513102906491455452653849397107362275832362497""]}]",7.905396660766206,7.90534190143753,5.9598524795006549723e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350768904371209102831993142238529746237170037485405176334183
260,-1,9,17,22,7.905378906675352017948552740002113673376746468379009330483926113201568740151249307063,7.905359708151157807133647120853657108642703339450446040406028953488096528959154102172,0.00001919852419421081490561914845656473404312892856329007789715971347221119209520489162501,0.00001919852419421081490561914845656473404312892856329007789715971347221119209520489162501,160,"[{""digits"":80,""lambda"":[""2.811650566246693468716001011146806410046877845128634568926657342187292"",""2.811647152142522631714872880376051507413362273115192940923909185495745""],""y"":[""7.905378906675352017948552740002113673376746468379009330485146104166375"",""7.905359708151157807133647120853657108642703339450446040406740761795981""]},{""digits"":120,""lambda"":[""2.8116505662466934687160010111468064100468778451286345689264403893803800507442780956088678093228915988261358473"",""2.8116471521425226317148728803760515074133622731151929409237826034124738627971335477512034868428210584912970705""],""y"":[""7.9053789066753520179485527400021136733767464683790093304839261132015687401512493070634468133943889315492492642"",""7.9053597081511578071336471208536571086427033394504460404060289534880965289591541021718217992291060247323200374""]},{""digits"":160,""lambda"":[""2.8116505662466934687160010111468064100468778451286345689264403893803800507442780956088678093228915767757294458354872621387247492296479207457238573801"",""2.81164715214252263171487288037605150741336227311519294092378260341247386279713354775120348684282105356208235066371290629131861696255635480508363315922""],""y"":[""7.90537890667535201794855274000211367337674646837900933048392611320156874015124930706344681339438880755317397472450515322173209677217656821019865551024"",""7.90535970815115780713364712085365710864270333945044604040602895348809652895915410217182179922910599701389497875991406929171472290873329252163046136472""]}]",7.905378906675356,7.905359708151159,3.9032034514171908914e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350598275254022109648044924847979222943211913411707560531673
260,1,9,17,22,7.905378906683451993944398823679957766470516492556300256902772159308495923239349807146,7.905359708143035998073769064891062245174344115974175528101383995935385380633889560271,0.00001919854041599587062975878889552129617237658212472880138816337311054260546024687518456,0.00001919854041599587062975878889552129617237658212472880138816337311054260546024687518456,160,"[{""digits"":80,""lambda"":[""2.811650566248133899488779572547431913531767755192185075550417693603457"",""2.811647152141078316582070532419608413193515558640300965663352160567928""],""y"":[""7.905378906683451993944398823679957766470516492556300256902876697290543"",""7.905359708143035998073769064891062245174344115974175528100495666764499""]},{""digits"":120,""lambda"":[""2.8116505662481338994887795725474319135317677551921850755503991034587028543155347453449631809041015122739628869"",""2.8116471521410783165820705324196084131935155586403009656635101336568009147248950557119419451231110186034867893""],""y"":[""7.9053789066834519939443988236799577664705164925563002569027721593084959232393498071459501081728238816909555924"",""7.9053597081430359980737690648910622451743441159741755281013839959353853806338895602707655480795248396383779946""]},{""digits"":160,""lambda"":[""2.81165056624813389948877957254743191353176775519218507555039910345870285431553474534496318090410152566440076414370627837243208299605417384145302897523"",""2.81164715214107831658207053241960841319351555864030096566351013365680091472489505571194194512311102929058997889888616325515442916491064518478731995366""],""y"":[""7.90537890668345199394439882367995776647051649255630025690277215930849592323934980714595010817282395698942007214348814596970896624267118707132915171251"",""7.90535970814303599807376906489106224517434411597417552810138399593538538063388956027076554807952489973510449005929001850995769594785867164255741124391""]}]",7.905378906683457,7.905359708143037,5.0025736901757572105e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350598535087726772761045245809431721490118040852419344333598
260,-1,10,19,21,7.905372675947272203818589947160659710588587831657436753724608795337151722577526150109,7.905365946147308126153339113413635766605526123114175737646180897495187814928641975111,0.000006729799964077665250833747023943983061708543261016078427897841963907648884174997649399,0.000006729799964077665250833747023943983061708543261016078427897841963907648884174997649399,160,"[{""digits"":80,""lambda"":[""2.811649458226838099631823737771951392034244600605971696015216049432867"",""2.811648261455779629425276116146199865030932932130105140744719292035705""],""y"":[""7.905372675947272203818589947160659710588587831657436753724757528142922"",""7.905365946147308126153339113413635766605526123114175737645916641330554""]},{""digits"":120,""lambda"":[""2.8116494582268380996318237377719513920342446006059716960151896000464873301749453843182944815327090894023453679"",""2.8116482614557796294252761161461998650309329321301051407447662851408273370797731448094723692093031753639447691""],""y"":[""7.9053726759472722038185899471606597105885878316574367537246087953371517225775261501087380979849549545923231182"",""7.9053659461473081261533391134136357666055261231141757376461808974951878149286419751110886986486658733821848368""]},{""digits"":160,""lambda"":[""2.81164945822683809963182373777195139203424460060597169601518960004648733017494538431829448153270908012632850899660215854948153235233575890888584973124"",""2.81164826145577962942527611614619986503093293213010514074476628514082733707977314480947236920930317297870921241768975783830571220449382233710168823995""],""y"":[""7.90537267594727220381858994716065971058858783165743675372460879533715172257752615010873809798495490243050756674370331914630369739815004160191744597971"",""7.90536594614730812615333911341363576660552612311417573764618089749518781492864197511108869864866585996929802470110409996066958810863172793785636185542""]}]",7.905372675947284,7.9053659461473185,1.1563254214092183532e-14,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350537358809433430486128268152708131041025925559986526613282
260,1,10,19,21,7.905372675970401769941132811978342887275269646566483048170323896412705611168252623294,7.905365946124156725467982188093248665328839530093835522890372427034931375139352698539,0.000006729846245044473150623885094221946430116472647525279951469377774236028899924755379834,0.000006729846245044473150623885094221946430116472647525279951469377774236028899924755379834,160,"[{""digits"":80,""lambda"":[""2.811649458230951266380767001811550664665303788741850135084428725673013"",""2.81164826145166257804962025150037417142966067267078507575680441504688""],""y"":[""7.905372675970401769941132811978342887275269646566483048170718559421393"",""7.905365946124156725467982188093248665328839530093835522891034544447276""]},{""digits"":120,""lambda"":[""2.8116494582309512663807670018115506646653037887418501350843585421358131354281900217624264838775933856227064714"",""2.8116482614516625780496202515003741714296606726707850757566866696266181235215795428694078131443003139483421607""],""y"":[""7.9053726759704017699411328119783428872752696465664830481703238964127056111682526232940426324135545429813088506"",""7.9053659461241567254679821880932486653288395300938355228903724270349313751393526985386627982501361716224103104""]},{""digits"":160,""lambda"":[""2.81164945823095126638076700181155066466530378874185013508435854213581313542819002176242648387759339306504911283876283482219238804380390290652299971082"",""2.81164826145166257804962025150037417142966067267078507575668666962661812352157954286940781314430031993247501550707394438966904009191619934374654735588""],""y"":[""7.90537267597040176994113281197834288727526964656648304817032389641270561116825262329404263241355458483182616216512199525529950522417432439293171339106"",""7.90536594612415672546798218809324866532883953009383552289037242703493137513935269853866279825013620527296378565939721618477295104046106873769916483725""]}]",7.90537267597041,7.905365946124161,8.3868238230881654891e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350539473273566624133370305036856825421852898530900283840937
260,-1,11,21,20,7.905370490970073807606953806455702822087200486079034865952493041970425524735216914378,7.905368132115990043621546662629671730937736078675277682139483036953840817343873366555,0.000002358854083763985407143826031091149464407403757183813010005016584707391343547823129156,0.000002358854083763985407143826031091149464407403757183813010005016584707391343547823129156,160,"[{""digits"":80,""lambda"":[""2.811649069668914746088375879906303208631206236913338789693894231731617"",""2.811648650190131783284052324179071572853551345567524072187294222538353""],""y"":[""7.905370490970073807606953806455702822087200486079034865953844686315634"",""7.905368132115990043621546662629671730937736078675277682140261464314108""]},{""digits"":120,""lambda"":[""2.8116490696689147460883758799063032086312062369133387896936538666804105474721366628745234824722490502516360659"",""2.8116486501901317832840523241790715728535513455675240721871557935493295304579221438548684498186658492330971011""],""y"":[""7.9053704909700738076069538064557028220872004860790348659524930419704255247352169143778819402318775675990502271"",""7.9053681321159900436215466626296717309377360786752776821394830369538408173438733665547527845420127693889764377""]},{""digits"":160,""lambda"":[""2.81164906966891474608837587990630320863120623691333878969365386668041054747213666287452348247224904012822921282675250099818684452119358556741657290888"",""2.81164865019013178328405232417907157285355134556752407218715579354932953045792214385486844981866583932726985542083576248360490040754002761859097579018""],""y"":[""7.90537049097007380760695380645570282208720048607903486595249304197042552473521691437788194023187751067211530632099835079785982453249599334867092380125"",""7.90536813211599004362154666262967173093773607867527768213948303695384081734387336655475278454201271368556482914548524062418273691241239940347875258877""]}]",7.905370490970076,7.90536813211599,1.9065807609595568019e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350508796153686545678003938578895105853634734636563400955382
260,1,11,21,20,7.905370491036083076487037252820974517219896639559325100362234440157233840795925678197,7.90536813204995893967292630463309999647762650782103663833257658451390501262259400739,0.000002358986124136814110948187874520742270131738288462029657855643328828173331670806435786,0.000002358986124136814110948187874520742270131738288462029657855643328828173331670806435786,160,"[{""digits"":80,""lambda"":[""2.811649069680653278750938666120315085330534852185461435999357612601672"",""2.811648650178389365904787488074868074242445714687438205783214333740315""],""y"":[""7.905370491036083076487037252820974517219896639559325100362605154541616"",""7.90536813204995893967292630463309999647762650782103663833376524913362""]},{""digits"":120,""lambda"":[""2.811649069680653278750938666120315085330534852185461435999291687876502659881603131441253842589775245292336833"",""2.8116486501783893659047874880748680742424457146874382057830029515998683480167582349196082847204485133140641332""],""y"":[""7.9053704910360830764870372528209745172198966395593251003622344401572338407959256781967935957225947850102413845"",""7.9053681320499589396729263046330999964776265078210366383325765845139050126225940073903578093450179760192656197""]},{""digits"":160,""lambda"":[""2.81164906968065327875093866612031508533053485218546143599929168787650265988160313144125384258977524985719680224039750294042497303685015650409740162698"",""2.81164865017838936590478748807486807424244571468743820578300295159986834801675823491960828472044848237948718942869216813216303861757620171811129926333""],""y"":[""7.90537049103608307648703725282097451721989663955932510036223444015723384079592567819679359572259481067980995612586696399985133548758721954378034876072"",""7.90536813204995893967292630463309999647762650782103663833257658451390501262259400739035780934501780206494260417925323398734612483184690682387009157003""]}]",7.905370491036083,7.905368132049956,2.9082354942022397411e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350526005831686740874901881976838120368183764113630650371032
260,-1,12,23,19,7.90536972492841826007464266267649148389748996762038236388752756825014684438579860524,7.905368898291558189498827026004663009571555557703933222663607954793337481197146895061,0.000000826636860070575815636671828474325934409916449141223919613456809363188651710178499947,0.000000826636860070575815636671828474325934409916449141223919613456809363188651710178499947,160,"[{""digits"":80,""lambda"":[""2.811648933442512530933894036521765670472312490933904012635259749508103"",""2.811648786440361613732667084820497975508458454492098133514285322762801""],""y"":[""7.905369724928418260074642662676491483897489967620382363887728332287748"",""7.905368898291558189498827026004663009571555557703933222664455616653797""]},{""digits"":120,""lambda"":[""2.8116489334425125309338940365217656704723124909339040126352240473201070657660579726247064195248488553530200972"",""2.8116487864403616137326670848204979755084584544920981335141345816985988919554169845915272496484609180557652096""],""y"":[""7.9053697249284182600746426626764914838974899676203823638875275682501468443857986052396884156068247855242448122"",""7.9053688982915581894988270260046630095715555577039332226636079547933374811971468950611884686041535343249041819""]},{""digits"":160,""lambda"":[""2.81164893344251253093389403652176567047231249093390401263522404732010706576605797262470641952484884168837325189641468456956349955610903599129009199856"",""2.8116487864403616137326670848204979755084584544920981335141345816985988919554169845915272496484609066182348327864833437628040358786967616278472876702""],""y"":[""7.90536972492841826007464266267649148389748996762038236388752756825014684438579860523968841560682470868386535521073842987516690948993010148153395282229"",""7.90536889829155818949882702600466300957155555770393322266360795479333748119714689506118846860415347000826737416771473863897118951755556680730495051902""]}]",7.905369724928418,7.905368898291559,4.5412181973642414222e-16,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350440014819197596901774413201349800361213967333905649250662
260,1,12,23,19,7.905369725116764069325442323783194048397874217205805758224936512705352675482812208178,7.905368898103190545010252108862006269397584112256890988988847824766397324038180412364,0.0000008270135735243151902149211877790002901049489147692360886879389553514446317958135890553,0.0000008270135735243151902149211877790002901049489147692360886879389553514446317958135890553,160,"[{""digits"":80,""lambda"":[""2.811648933476006365638760965406517957428037820722059695220414894068002"",""2.811648786406863894280982553770590271969391598696900137336629623428695""],""y"":[""7.90536972511676406932544232378319404839787421720580575822480965767027"",""7.905368898103190545010252108862006269397584112256890988988605485072761""]},{""digits"":120,""lambda"":[""2.8116489334760063656387609654065179574280378207220596952204374529005738425094697153813272788094489987924937061"",""2.8116487864068638942809825537705902719693915986969001373366727190839575512470449228131818515883554077897152543""],""y"":[""7.905369725116764069325442323783194048397874217205805758224936512705352675482812208177900483383736885541863434"",""7.9053688981031905450102521088620062693975841122568909889888478247663973240381804123643114281132410517345761467""]},{""digits"":160,""lambda"":[""2.81164893347600636563876096540651795742803782072205969522043745290057384250946971538132727880944899522253620134192180890346482594154415884182548917442"",""2.81164878640686389428098255377059027196939159869690013733667271908395755124704492281318185158835542491910383326483398016980448087216453825173921104153""],""y"":[""7.90536972511676406932544232378319404839787421720580575822493651270535267548281220817790048338373686546692901239608814757400640359272973720822175226409"",""7.90536889810319054501025210886200626939758411225689098898884782476639732403818041236431142811324114805822536671192351507791593100900656342499512518127""]}]",7.905369725116766,7.905368898103191,1.9860251388311425547e-15,FP64 localization followed by 4x4 finite-ring Evans root solving,HIGH_PRECISION_TRANSFER_EVANS_EVIDENCE,0.350580092465330197316643282744893593733435914443375294840957
