n,residue_mod_16,alpha,separation_index,arc_vertices,complement_vertices,arc_bulk_cells,lambda_1,lambda_2,lambda_1_squared,lambda_2_squared,rho_squared,mean_interface_level_squared,level_splitting_squared,mean_gap_from_c6
156,12,1,4,22,134,4,2.811810318257279,2.811436333386613,7.906277265858101,7.904174256686363,7.925655912570284,7.9052257612722325,0.0021030091717380017,-0.0001435503480946565
156,12,-1,5,26,130,5,2.8124322018249286,2.8107154132324736,7.909774889861816,7.900121134182595,7.909774889861816,7.9049480120222055,0.009653755679220666,-0.0004212995981216494
156,12,1,5,26,130,5,2.812432203419839,2.8107154098778144,7.90977489883297,7.900121115324611,7.90977489883297,7.90494800707879,0.009653783508359659,-0.00042130454153710417
156,12,-1,6,30,126,6,2.811794391246276,2.8114941707477605,7.9061876986440165,7.904499472148638,7.913055517453036,7.905343585396327,0.0016882264953785864,-2.5726223999988918e-05
156,12,1,6,30,126,6,2.8117944010506224,2.811494159550375,7.906187753779628,7.904499409185869,7.913055521747336,7.905343581482748,0.0016883445937594388,-2.5730137578783285e-05
156,12,-1,7,34,122,7,2.811951363375617,2.8113221652526303,7.90707046998999,7.903532316840738,7.90707046998999,7.905301393415364,0.00353815314925221,-6.791820496321321e-05
156,12,1,7,34,122,7,2.811951368944982,2.811322157957585,7.907070501311559,7.9035322758232915,7.907070501311562,7.905301388567425,0.0035382254882678765,-6.792305290215239e-05
156,12,-1,8,38,118,8,2.8117110822849347,2.8115851776229914,7.905719210243919,7.905011211029308,7.908209897927215,7.905365210636614,0.0007079992146108438,-4.100983713506423e-06
156,12,1,8,38,118,8,2.811711111312279,2.811585146967816,7.90571937347693,7.905011038650036,7.90820991537325,7.9053652060634825,0.0007083348268936973,-4.105556844713476e-06
156,12,-1,9,42,114,9,2.811759083437384,2.8115349385126014,7.905989143292638,7.904728710477057,7.905989143292643,7.905358926884848,0.0012604328155809696,-1.0384735479540552e-05
156,12,1,9,42,114,9,2.8117591006743052,2.8115349195425847,7.905989240224778,7.904728603807328,7.905989240224783,7.9053589220160525,0.0012606364174496676,-1.0389604274685382e-05
156,12,-1,10,46,110,10,2.811672048136135,2.811625455934937,7.905499706270047,7.905237704461343,7.906394115311077,7.905368705365695,0.0002620018087036158,-6.062546322738172e-07
156,12,1,10,46,110,10,2.8116721323641896,2.811625370001883,7.905500179913389,7.9052372212382265,7.906394172281806,7.905368700575808,0.0002629586751625723,-6.110445189833058e-07
156,12,-1,11,50,106,11,2.8116880814068415,2.81160909598251,7.905589867125285,7.905145708611588,7.905589867125285,7.905367787868437,0.0004441585136971682,-1.5237518899979818e-06
156,12,1,11,50,106,11,2.811688132089842,2.811609043560856,7.905590152134864,7.905145413833192,7.905590152134867,7.905367782984028,0.0004447383016721318,-1.5286362993194302e-06
156,12,-1,12,54,102,12,2.811657059216676,2.811640630658605,7.905415418642966,7.905323035970318,7.905733434280645,7.905369227306642,9.238267264777278e-05,-8.431368492267666e-08
156,12,1,12,54,102,12,2.811657301064286,2.811640387080802,7.905416778628104,7.905321666263883,7.905733605084563,7.9053692224459935,9.5112364220995e-05,-8.917433369504124e-08
156,12,-1,13,58,98,13,2.8116626288976456,2.811635014245613,7.90544673873962,7.9052914533319285,7.905446738739627,7.905369096035774,0.0001552854076916077,-2.1558455287618017e-07
156,12,1,13,58,98,13,2.811662775068665,2.811634866333645,7.9054475607068255,7.905290621583013,7.9054475607068255,7.9053690911449195,0.0001569391238120943,-2.2047540770842033e-07
156,12,-1,14,62,94,14,2.8116514526647784,2.8116462637265407,7.905383891271959,7.905354712327416,7.905497502754568,7.905369301799688,2.9178944543239993e-05,-9.820639412794208e-09
156,12,1,14,62,94,14,2.8116521442490674,2.811645570403909,7.905387780260378,7.905350813571922,7.905497998790902,7.905369296916151,3.6966688456097074e-05,-1.4704176543034464e-08
156,12,-1,15,66,90,15,2.8116535141564083,2.8116441957107967,7.90539548366808,7.905343083274213,7.90539548366808,7.905369283471146,5.240039386755768e-05,-2.814918076410322e-08
156,12,1,15,66,90,15,2.8116539327782846,2.8116437753471595,7.905397837707595,7.905340719448429,7.905397837707595,7.905369278578012,5.7118259165989116e-05,-3.304231555034676e-08
156,12,-1,16,70,86,16,2.811648905095865,2.811648814553009,7.905369565526776,7.90536905637734,7.90541373422615,7.905369310952058,5.091494355013992e-07,-6.68268995696053e-10
156,12,1,16,70,86,16,2.8116508797962236,2.8116468381116944,7.905380669858879,7.905357942263488,7.9054151582330805,7.905369306061184,2.2727595390570343e-05,-5.559143367861452e-09
156,12,-1,17,74,82,17,2.8116499681930947,2.811647750863182,7.90537554364023,7.90536307493399,7.90537554364023,7.90536930928711,1.2468706239943117e-05,-2.3332171750212183e-09
156,12,1,17,74,82,17,2.8116511640981168,2.8116465532161588,7.905382268574296,7.905356340212306,7.905382268574296,7.9053693043933,2.5928361989890902e-05,-7.227026976863726e-09
156,12,-1,18,78,78,18,2.8116513142050032,2.8116464026818804,7.905383112670722,7.905355493713959,7.905383112670722,7.905369303192341,2.7618956763397762e-05,-8.427986308845448e-09
156,12,1,18,78,78,18,2.811652038089386,2.8116456770557146,7.905387183292198,7.905351413306088,7.905387183292203,7.905369298299142,3.576998610999027e-05,-1.3321185043935202e-08
